name,type,isin,distribution_policy,yahoo_ticker,yahoo_exchange,yahoo_source_url,ordinary_tax_principle,ordinary_income_type,ask_eligible,tax_basis,tax_source_url,classification_as_of
Xtrackers MSCI Europe Health Care Screened UCITS ETF 1C,ETF,LU0292103222,Akkumulerende,DXSE.DE,GER,https://finance.yahoo.com/quote/DXSE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Europe High Dividend Yield ESG UCITS ETF 1D,ETF,IE000WQ16XQ4,Distribuerende,XZDE.DE,GER,https://finance.yahoo.com/quote/XZDE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Europe Industrials Screened UCITS ETF 1C,ETF,LU0292106084,Akkumulerende,DXSL.DE,GER,https://finance.yahoo.com/quote/DXSL.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Europe Information Technology Screened UCITS ETF 1C,ETF,LU0292104469,Akkumulerende,XS8R.DE,GER,https://finance.yahoo.com/quote/XS8R.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Europe Materials Screened UCITS ETF 1C,ETF,LU0292100806,Akkumulerende,DXSC.DE,GER,https://finance.yahoo.com/quote/DXSC.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Europe Screened UCITS ETF 1C,ETF,LU0322253732,Akkumulerende,DX2I.DE,GER,https://finance.yahoo.com/quote/DX2I.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Europe Small Cap ESG UCITS ETF 1C,ETF,IE000ER61U30,Akkumulerende,XZSE.DE,GER,https://finance.yahoo.com/quote/XZSE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Europe Small Cap UCITS ETF 1C,ETF,LU0322253906,Akkumulerende,XXSC.DE,GER,https://finance.yahoo.com/quote/XXSC.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Europe UCITS ETF 1C,ETF,LU0274209237,Akkumulerende,XMED.L,LSE,https://finance.yahoo.com/quote/XMED.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Europe Utilities Screened UCITS ETF 1C,ETF,LU0292104899,Akkumulerende,XS6R.DE,GER,https://finance.yahoo.com/quote/XS6R.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Europe Value UCITS ETF 1C,ETF,LU0486851024,Akkumulerende,D5BL.DE,GER,https://finance.yahoo.com/quote/D5BL.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Fintech Innovation UCITS ETF 1C,ETF,IE000YDOORK7,Akkumulerende,XFNT.L,LSE,https://finance.yahoo.com/quote/XFNT.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Genomic Healthcare Innovation UCITS ETF 1C,ETF,IE000KD0BZ68,Akkumulerende,XGEN.L,LSE,https://finance.yahoo.com/quote/XGEN.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Global Circular Economy UCITS ETF 1C,ETF,IE000Y6ZXZ48,Akkumulerende,XG12.L,LSE,https://finance.yahoo.com/quote/XG12.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Global Clean Water & Sanitation UCITS ETF 1C,ETF,IE0007WJ6B10,Akkumulerende,XDG6.L,LSE,https://finance.yahoo.com/quote/XDG6.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Global SDG 11 Sustainable Cities UCITS ETF 1C,ETF,IE000V0GDVU7,Akkumulerende,XG11.L,LSE,https://finance.yahoo.com/quote/XG11.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Global SDG 3 Good Health UCITS ETF 1C,ETF,IE00036F4K40,Akkumulerende,XDG3.L,LSE,https://finance.yahoo.com/quote/XDG3.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Global SDG 7 Affordable and Clean Energy UCITS ETF 1C,ETF,IE000JZYIUN0,Akkumulerende,XDG7.L,LSE,https://finance.yahoo.com/quote/XDG7.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
"Xtrackers MSCI Global SDG 9 Industry, Innovation & Infrastructure UCITS ETF 1C",ETF,IE0005E47AH7,Akkumulerende,SDG9.L,LSE,https://finance.yahoo.com/quote/SDG9.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Global SDGs UCITS ETF 1C,ETF,IE000PSF3A70,Akkumulerende,XDGI.L,LSE,https://finance.yahoo.com/quote/XDGI.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Innovation UCITS ETF 1C,ETF,IE0006FFX5U1,Akkumulerende,XNNV.L,LSE,https://finance.yahoo.com/quote/XNNV.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Japan ESG UCITS ETF 1C,ETF,IE00BG36TC12,Akkumulerende,XZMJ.L,LSE,https://finance.yahoo.com/quote/XZMJ.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Japan Screened UCITS ETF 3C EUR Hedged,ETF,IE00BRB36B93,Akkumulerende,XDNE.DE,GER,https://finance.yahoo.com/quote/XDNE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Japan UCITS ETF 1C,ETF,LU0274209740,Akkumulerende,DBXJ.DE,GER,https://finance.yahoo.com/quote/DBXJ.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Korea UCITS ETF 1C,ETF,LU0292100046,Akkumulerende,XKSD.L,LSE,https://finance.yahoo.com/quote/XKSD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Next Generation Internet Innovation UCITS ETF 1C,ETF,IE000XOQ9TK4,Akkumulerende,XNGI.L,LSE,https://finance.yahoo.com/quote/XNGI.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Nordic UCITS ETF 1C,ETF,IE000BO2Y0T8,Akkumulerende,XMN1.DE,GER,https://finance.yahoo.com/quote/XMN1.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Nordic UCITS ETF 1D,ETF,IE00B9MRHC27,Distribuerende,XDN0.L,LSE,https://finance.yahoo.com/quote/XDN0.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,ETF,IE00BH361H73,Akkumulerende,XDND.DE,GER,https://finance.yahoo.com/quote/XDND.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Pacific ex Japan Screened UCITS ETF 1C,ETF,LU0322252338,Akkumulerende,XPXD.L,LSE,https://finance.yahoo.com/quote/XPXD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI Taiwan UCITS ETF 1C,ETF,LU0292109187,Akkumulerende,XMTD.L,LSE,https://finance.yahoo.com/quote/XMTD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI UK ESG UCITS ETF 1D,ETF,LU0292097747,Distribuerende,XASX.L,LSE,https://finance.yahoo.com/quote/XASX.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA Climate Transition UCITS ETF 1D,ETF,IE000GYDNJS5,Distribuerende,XCUD.L,LSE,https://finance.yahoo.com/quote/XCUD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA Communication Services UCITS ETF 1D,ETF,IE00BNC1G707,Distribuerende,XUCM.L,LSE,https://finance.yahoo.com/quote/XUCM.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D,ETF,IE00BGQYRR35,Distribuerende,XUCD.L,LSE,https://finance.yahoo.com/quote/XUCD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA Consumer Staples UCITS ETF 1D,ETF,IE00BGQYRQ28,Distribuerende,XUCS.L,LSE,https://finance.yahoo.com/quote/XUCS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA Energy UCITS ETF 1D,ETF,IE00BCHWNS19,Distribuerende,XUEN.L,LSE,https://finance.yahoo.com/quote/XUEN.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA ESG UCITS ETF 1C,ETF,IE00BFMNPS42,Akkumulerende,XZMU.L,LSE,https://finance.yahoo.com/quote/XZMU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA ESG UCITS ETF 1D,ETF,IE000UMV0L21,Distribuerende,XZMD.L,LSE,https://finance.yahoo.com/quote/XZMD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA ESG UCITS ETF 2C EUR Hedged,ETF,IE0000MMQ5M5,Akkumulerende,XZME.DE,GER,https://finance.yahoo.com/quote/XZME.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA Financials UCITS ETF 1D,ETF,IE00BCHWNT26,Distribuerende,XUFN.L,LSE,https://finance.yahoo.com/quote/XUFN.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA Health Care UCITS ETF 1D,ETF,IE00BCHWNW54,Distribuerende,XUHC.L,LSE,https://finance.yahoo.com/quote/XUHC.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA High Dividend Yield ESG UCITS ETF 1D,ETF,IE000V04SL39,Distribuerende,XZDU.L,LSE,https://finance.yahoo.com/quote/XZDU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA Information Technology UCITS ETF 1D,ETF,IE00BGQYRS42,Distribuerende,XUTC.L,LSE,https://finance.yahoo.com/quote/XUTC.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA Screened UCITS ETF 1C,ETF,IE00BJZ2DC62,Akkumulerende,XRMU.L,LSE,https://finance.yahoo.com/quote/XRMU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA Screened UCITS ETF 2C EUR Hedged,ETF,IE000TSML5I8,Akkumulerende,XRME.DE,GER,https://finance.yahoo.com/quote/XRME.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA UCITS ETF 1C,ETF,IE00BJ0KDR00,Akkumulerende,XD9U.L,LSE,https://finance.yahoo.com/quote/XD9U.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI USA UCITS ETF 2C - EUR Hedged,ETF,IE00BG04M077,Akkumulerende,XD9E.DE,GER,https://finance.yahoo.com/quote/XD9E.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Climate Transition UCITS ETF 1C,ETF,IE000P4AYI47,Akkumulerende,XCJU.L,LSE,https://finance.yahoo.com/quote/XCJU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Communication Services UCITS ETF 1C,ETF,IE00BM67HR47,Akkumulerende,XWTS.L,LSE,https://finance.yahoo.com/quote/XWTS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,ETF,IE00BM67HP23,Akkumulerende,XDWC.L,LSE,https://finance.yahoo.com/quote/XDWC.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Consumer Staples UCITS ETF 1C,ETF,IE00BM67HN09,Akkumulerende,XDWS.L,LSE,https://finance.yahoo.com/quote/XDWS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Energy UCITS ETF 1C,ETF,IE00BM67HM91,Akkumulerende,XDW0.L,LSE,https://finance.yahoo.com/quote/XDW0.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World ESG UCITS ETF 1C,ETF,IE00BZ02LR44,Akkumulerende,XZW0.L,LSE,https://finance.yahoo.com/quote/XZW0.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World ESG UCITS ETF 2C EUR Hedged,ETF,IE00BMY76136,Akkumulerende,XZWE.DE,GER,https://finance.yahoo.com/quote/XZWE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World ex USA UCITS ETF 1D,ETF,IE000Z0FC0G5,Distribuerende,EXU1.L,LSE,https://finance.yahoo.com/quote/EXU1.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Financials UCITS ETF 1C,ETF,IE00BM67HL84,Akkumulerende,XDWF.L,LSE,https://finance.yahoo.com/quote/XDWF.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Health Care UCITS ETF 1C,ETF,IE00BM67HK77,Akkumulerende,XDWH.L,LSE,https://finance.yahoo.com/quote/XDWH.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Industrials UCITS ETF 1C,ETF,IE00BM67HV82,Akkumulerende,XDWI.L,LSE,https://finance.yahoo.com/quote/XDWI.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Information Technology UCITS ETF 1C,ETF,IE00BM67HT60,Akkumulerende,XDWT.L,LSE,https://finance.yahoo.com/quote/XDWT.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Materials UCITS ETF 1C,ETF,IE00BM67HS53,Akkumulerende,XDWM.L,LSE,https://finance.yahoo.com/quote/XDWM.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Minimum Volatility UCITS ETF 1C,ETF,IE00BL25JN58,Akkumulerende,XDEB.DE,GER,https://finance.yahoo.com/quote/XDEB.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Momentum ESG UCITS ETF 1C,ETF,IE000TL3PL69,Akkumulerende,XWEM.L,LSE,https://finance.yahoo.com/quote/XWEM.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Momentum UCITS ETF 1C,ETF,IE00BL25JP72,Akkumulerende,XDEM.SW,EBS,https://finance.yahoo.com/quote/XDEM.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Quality ESG UCITS ETF 1C,ETF,IE0003NQ0IY5,Akkumulerende,XWEQ.L,LSE,https://finance.yahoo.com/quote/XWEQ.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Small Cap ESG UCITS ETF 1C,ETF,IE000UATQPE2,Akkumulerende,XZSW.L,LSE,https://finance.yahoo.com/quote/XZSW.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Small Cap UCITS ETF 1C,ETF,IE000F354Q61,Akkumulerende,XSWC.L,LSE,https://finance.yahoo.com/quote/XSWC.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Small Cap UCITS ETF 1D,ETF,IE000ISS8DB2,Distribuerende,XSWD.L,LSE,https://finance.yahoo.com/quote/XSWD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World UCITS ETF 1C,ETF,IE00BJ0KDQ92,Akkumulerende,XDWD.L,LSE,https://finance.yahoo.com/quote/XDWD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Utilities UCITS ETF 1C,ETF,IE00BM67HQ30,Akkumulerende,XDWU.L,LSE,https://finance.yahoo.com/quote/XDWU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Value ESG UCITS ETF 1C,ETF,IE000LAUZQT6,Akkumulerende,XWEV.L,LSE,https://finance.yahoo.com/quote/XWEV.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers MSCI World Value UCITS ETF 1C,ETF,IE00BL25JM42,Akkumulerende,XDEV.SW,EBS,https://finance.yahoo.com/quote/XDEV.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers NASDAQ 100 UCITS ETF 1C,ETF,IE00BMFKG444,Akkumulerende,XNAS.L,LSE,https://finance.yahoo.com/quote/XNAS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers Nikkei 225 UCITS ETF 1D,ETF,LU0839027447,Distribuerende,XDJP.DE,GER,https://finance.yahoo.com/quote/XDJP.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers Nikkei 225 UCITS ETF 2D EUR Hedged,ETF,LU1875395870,Distribuerende,XDJE.DE,GER,https://finance.yahoo.com/quote/XDJE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers Nordic Net Zero Pathway Paris Aligned UCITS ETF 1C,ETF,IE000HT7E0B1,Akkumulerende,XNZN.DE,GER,https://finance.yahoo.com/quote/XNZN.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers Russell 2000 UCITS ETF 1C,ETF,IE00BJZ2DD79,Akkumulerende,XRSU.L,LSE,https://finance.yahoo.com/quote/XRSU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers S&P 500 Equal Weight Scored & Screened UCITS ETF 1C,ETF,IE0004MFRED4,Akkumulerende,XZEW.L,LSE,https://finance.yahoo.com/quote/XZEW.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers S&P 500 Equal Weight Scored & Screened UCITS ETF 2C - EUR Hedged,ETF,IE000IDLWOL4,Akkumulerende,XEWE.DE,GER,https://finance.yahoo.com/quote/XEWE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers S&P 500 Equal Weight UCITS ETF 1C,ETF,IE00BLNMYC90,Akkumulerende,XDEW.L,LSE,https://finance.yahoo.com/quote/XDEW.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers S&P 500 Scored & Screened UCITS ETF 1C,ETF,IE0007ULOZS8,Akkumulerende,XZSP.L,LSE,https://finance.yahoo.com/quote/XZSP.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers S&P 500 UCITS ETF 1C EUR Hedged,ETF,IE00BM67HW99,Akkumulerende,XDPE.DE,GER,https://finance.yahoo.com/quote/XDPE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers S&P 500 UCITS ETF 1D EUR Hedged,ETF,IE00BGJWX091,Distribuerende,XDPD.DE,GER,https://finance.yahoo.com/quote/XDPD.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers S&P 500 UCITS ETF 4C,ETF,IE000Z9SJA06,Akkumulerende,XDPU.L,LSE,https://finance.yahoo.com/quote/XDPU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers S&P Europe ex UK UCITS ETF 1D,ETF,IE00BGV5VM45,Distribuerende,XUEK.DE,GER,https://finance.yahoo.com/quote/XUEK.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers Stoxx Europe 600 UCITS ETF 1C,ETF,LU0328475792,Akkumulerende,XSX6.DE,GER,https://finance.yahoo.com/quote/XSX6.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers STOXX Europe 600 UCITS ETF 2C - EUR Hedged,ETF,LU1772333404,Akkumulerende,XSXE.DE,GER,https://finance.yahoo.com/quote/XSXE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers Stoxx European Market Leaders UCITS ETF 1C,ETF,IE00BNKF6C99,Akkumulerende,XZEC.DE,GER,https://finance.yahoo.com/quote/XZEC.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers US Equity Enhanced Active UCITS ETF 1C,ETF,IE0002PGSLZ5,Akkumulerende,XEEU.L,LSE,https://finance.yahoo.com/quote/XEEU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Xtrackers World Biodiversity Focus SRI UCITS ETF 1C,ETF,IE000E0V65D8,Akkumulerende,XBI0.L,LSE,https://finance.yahoo.com/quote/XBI0.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
