name,type,isin,distribution_policy,yahoo_ticker,yahoo_exchange,yahoo_source_url,ordinary_tax_principle,ordinary_income_type,ask_eligible,tax_basis,tax_source_url,classification_as_of
iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),ETF,DE000A0H08M3,Distribuerende,EXH1.DE,GER,https://finance.yahoo.com/quote/EXH1.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),ETF,DE000A0H08N1,Distribuerende,EXH7.DE,GER,https://finance.yahoo.com/quote/EXH7.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Retail UCITS ETF (DE),ETF,DE000A0H08P6,Distribuerende,EXH8.DE,GER,https://finance.yahoo.com/quote/EXH8.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Technology UCITS ETF (DE) EUR (Dist),ETF,DE000A0H08Q4,Distribuerende,EXV3.DE,GER,https://finance.yahoo.com/quote/EXV3.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Telecommunications UCITS ETF (DE),ETF,DE000A0H08R2,Distribuerende,EXV2.DE,GER,https://finance.yahoo.com/quote/EXV2.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),ETF,DE000A0H08S0,Distribuerende,EXV9.DE,GER,https://finance.yahoo.com/quote/EXV9.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 UCITS ETF (DE) EUR (Acc),ETF,DE000A2QP4B6,Akkumulerende,EXIE.DE,GER,https://finance.yahoo.com/quote/EXIE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 UCITS ETF (DE) EUR (Dist),ETF,DE0002635307,Distribuerende,EXSA.DE,GER,https://finance.yahoo.com/quote/EXSA.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 UCITS ETF EUR (Dist),ETF,IE0004YCLDW1,Distribuerende,STT6.DE,GER,https://finance.yahoo.com/quote/STT6.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe 600 Utilities UCITS ETF (DE),ETF,DE000A0Q4R02,Distribuerende,EXH9.DE,GER,https://finance.yahoo.com/quote/EXH9.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Europe Equity Multifactor UCITS ETF EUR (Acc),ETF,IE00BZ0PKV06,Akkumulerende,IBC0.DE,GER,https://finance.yahoo.com/quote/IBC0.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX Global Select Dividend 100 UCITS ETF (DE) EUR Hedged (Acc),ETF,DE000A2QP4F7,Akkumulerende,T05A.DE,GER,https://finance.yahoo.com/quote/T05A.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX World Equity Multifactor UCITS ETF EUR Hedged (Acc),ETF,IE00BYXPXK00,Akkumulerende,IS07.DE,GER,https://finance.yahoo.com/quote/IS07.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares STOXX World Equity Multifactor UCITS ETF USD (Acc),ETF,IE00BZ0PKT83,Akkumulerende,IFSW.L,LSE,https://finance.yahoo.com/quote/IFSW.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares UK Dividend UCITS ETF GBP (Dist),ETF,IE00B0M63060,Distribuerende,IUKD.L,LSE,https://finance.yahoo.com/quote/IUKD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares US Medical Devices UCITS ETF USD (Acc),ETF,IE00BMX0DF60,Akkumulerende,UMDV.AS,AMS,https://finance.yahoo.com/quote/UMDV.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
iShares World Equity Factor Rotation Active UCITS ETF USD (Acc),ETF,IE0009Y1MQJ2,Akkumulerende,FACT.AS,AMS,https://finance.yahoo.com/quote/FACT.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM BetaBuilders US Equity UCITS ETF - USD (acc),ETF,IE00BJK9H753,Akkumulerende,BBUS.L,LSE,https://finance.yahoo.com/quote/BBUS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Europe Research Enhanced Index Equity (ESG) UCITS ETF - EUR (acc),ETF,IE00BF4G7183,Akkumulerende,JREE.L,LSE,https://finance.yahoo.com/quote/JREE.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Europe Research Enhanced Index Equity (ESG) UCITS ETF - EUR (dist),ETF,IE000WGK3YY5,Distribuerende,JERD.L,LSE,https://finance.yahoo.com/quote/JERD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Global Emerging Markets Research Enhanced Index Equity (ESG) UCITS ETF - USD (acc),ETF,IE00BF4G6Z54,Akkumulerende,JREM.L,LSE,https://finance.yahoo.com/quote/JREM.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Global Equity Multi-Factor UCITS ETF - USD (acc),ETF,IE00BJRCLL96,Akkumulerende,JPGL.L,LSE,https://finance.yahoo.com/quote/JPGL.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Global Research Enhanced Index Equity (ESG) UCITS ETF - USD (acc),ETF,IE00BF4G6Y48,Akkumulerende,JREG.L,LSE,https://finance.yahoo.com/quote/JREG.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Global Research Enhanced Index Equity (ESG) UCITS ETF - USD (dist),ETF,IE000HFXP0D2,Distribuerende,JRGD.L,LSE,https://finance.yahoo.com/quote/JRGD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF - EUR (acc),ETF,IE0003JSNHV9,Akkumulerende,JEGS.DE,GER,https://finance.yahoo.com/quote/JEGS.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF - USD (acc),ETF,IE000BXC49I6,Akkumulerende,JSEG.L,LSE,https://finance.yahoo.com/quote/JSEG.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF - USD (dist),ETF,IE000FYTRRJ6,Distribuerende,JSGD.L,LSE,https://finance.yahoo.com/quote/JSGD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Japan Research Enhanced Index Equity (ESG) UCITS ETF - USD (acc),ETF,IE00BP2NF958,Akkumulerende,JREJ.L,LSE,https://finance.yahoo.com/quote/JREJ.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM Japan Research Enhanced Index Equity (ESG) UCITS ETF - USD (dist),ETF,IE00005YSIA4,Distribuerende,JREI.L,LSE,https://finance.yahoo.com/quote/JREI.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM US Research Enhanced Index Equity (ESG) UCITS ETF - EUR Hedged (acc),ETF,IE000CN8T855,Akkumulerende,JUHE.DE,GER,https://finance.yahoo.com/quote/JUHE.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM US Research Enhanced Index Equity (ESG) UCITS ETF - USD (acc),ETF,IE00BF4G7076,Akkumulerende,JREU.L,LSE,https://finance.yahoo.com/quote/JREU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM US Research Enhanced Index Equity (ESG) UCITS ETF - USD (dist),ETF,IE00BJ06C044,Distribuerende,JRUD.L,LSE,https://finance.yahoo.com/quote/JRUD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM US Research Enhanced Index Equity SRI Paris Aligned UCITS ETF - EUR (acc),ETF,IE000I5MBLC4,Akkumulerende,JEUS.DE,GER,https://finance.yahoo.com/quote/JEUS.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM US Research Enhanced Index Equity SRI Paris Aligned UCITS ETF - USD (acc),ETF,IE00069JGT58,Akkumulerende,JSEU.L,LSE,https://finance.yahoo.com/quote/JSEU.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JPM US Research Enhanced Index Equity SRI Paris Aligned UCITS ETF - USD (dist),ETF,IE0002UMVXQ1,Distribuerende,JSUD.L,LSE,https://finance.yahoo.com/quote/JSUD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
JURY Global High Dividend UCITS ETF - Dist,ETF,IE0002HWPU75,Distribuerende,JURY.L,LSE,https://finance.yahoo.com/quote/JURY.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
L&G Artificial Intelligence UCITS ETF - USD Acc,ETF,IE00BK5BCD43,Akkumulerende,AIAG.L,LSE,https://finance.yahoo.com/quote/AIAG.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
L&G Battery Value-Chain UCITS ETF - USD Acc,ETF,IE00BF0M2Z96,Akkumulerende,BATT.L,LSE,https://finance.yahoo.com/quote/BATT.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
L&G Clean Energy UCITS ETF - USD Acc,ETF,IE00BK5BCH80,Akkumulerende,RENW.L,LSE,https://finance.yahoo.com/quote/RENW.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
L&G Clean Water UCITS ETF - USD Acc,ETF,IE00BK5BC891,Akkumulerende,GLUG.L,LSE,https://finance.yahoo.com/quote/GLUG.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
L&G Cyber Security UCITS ETF - USD Acc,ETF,IE00BYPLS672,Akkumulerende,USPY.L,LSE,https://finance.yahoo.com/quote/USPY.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
L&G Ecommerce Logistics UCITS ETF - USD Acc,ETF,IE00BF0M6N54,Akkumulerende,ECOM.L,LSE,https://finance.yahoo.com/quote/ECOM.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
L&G Hydrogen Economy UCITS ETF - USD Acc,ETF,IE00BMYDM794,Akkumulerende,HTWO.L,LSE,https://finance.yahoo.com/quote/HTWO.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
L&G ROBO Global Robotics and Automation UCITS ETF - USD Acc,ETF,IE00BMW3QX54,Akkumulerende,ROBO.L,LSE,https://finance.yahoo.com/quote/ROBO.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Lyxor EURO STOXX 50 (DR) UCITS ETF - Acc,ETF,FR0007054358,Akkumulerende,MSE.PA,PAR,https://finance.yahoo.com/quote/MSE.PA/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF - Acc,ETF,LU1900068328,Akkumulerende,AEJ.PA,PAR,https://finance.yahoo.com/quote/AEJ.PA/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Lyxor MSCI Eastern Europe ex Russia UCITS ETF - Acc,ETF,LU1900066462,Akkumulerende,CEC.PA,PAR,https://finance.yahoo.com/quote/CEC.PA/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Lyxor STOXX Europe 600 Real Estate UCITS ETF - Dist,ETF,LU1812091194,Distribuerende,MEH.PA,PAR,https://finance.yahoo.com/quote/MEH.PA/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Making Europe Great Again UCITS ETF,ETF,IE0007WMHDE3,Akkumulerende,8GRT.DE,GER,https://finance.yahoo.com/quote/8GRT.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Rize Cybersecurity and Data Privacy UCITS ETF - USD Acc,ETF,IE00BJXRZJ40,Akkumulerende,CYBP.L,LSE,https://finance.yahoo.com/quote/CYBP.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Rize Environmental Impact 100 UCITS ETF - USD Acc,ETF,IE00BLRPRR04,Akkumulerende,LIFE.L,LSE,https://finance.yahoo.com/quote/LIFE.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Rize Sustainable Future of Food UCITS ETF,ETF,IE00BLRPQH31,Akkumulerende,FOOD.L,LSE,https://finance.yahoo.com/quote/FOOD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
SPDR MSCI ACWI IMI UCITS ETF,ETF,IE00B3YLTY66,Akkumulerende,IMID.L,LSE,https://finance.yahoo.com/quote/IMID.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
SPDR MSCI Europe Small Cap Value Weighted UCITS ETF,ETF,IE00BSPLC298,Akkumulerende,ZPRX.DE,GER,https://finance.yahoo.com/quote/ZPRX.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
SPDR MSCI World Technology UCITS ETF,ETF,IE00BYTRRD19,Akkumulerende,WTEC.L,LSE,https://finance.yahoo.com/quote/WTEC.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
SPDR S&P 400 U.S. Mid Cap UCITS ETF (Acc),ETF,IE00B4YBJ215,Akkumulerende,SPY4.L,LSE,https://finance.yahoo.com/quote/SPY4.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Sprott Silver Miners & Physical Silver UCITS ETF - Acc,ETF,IE0008WICO06,Akkumulerende,SLVM.L,LSE,https://finance.yahoo.com/quote/SLVM.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
SS SPDR MSCI USA Small Cap Value Weighted UCITS ETF,ETF,IE00BSPLC413,Akkumulerende,USSC.L,LSE,https://finance.yahoo.com/quote/USSC.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
State Street SPDR MSCI All Country World UCITS ETF (Acc),ETF,IE00B44Z5B48,Akkumulerende,ACWD.L,LSE,https://finance.yahoo.com/quote/ACWD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
State Street SPDR MSCI World UCITS ETF,ETF,IE00BFY0GT14,Akkumulerende,SWRD.L,LSE,https://finance.yahoo.com/quote/SWRD.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
State Street SPDR RUSSELL 2000 U.S. Small Cap UCITS ETF (Acc),ETF,IE00BJ38QD84,Akkumulerende,R2US.L,LSE,https://finance.yahoo.com/quote/R2US.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Bionic Engineering UCITS ETF,ETF,IE0005TF96I9,Akkumulerende,CYBO.SW,EBS,https://finance.yahoo.com/quote/CYBO.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Circular Economy UCITS ETF,ETF,IE0001J5A2T9,Akkumulerende,REUS.L,LSE,https://finance.yahoo.com/quote/REUS.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Crypto and Blockchain Innovators UCITS ETF,ETF,IE00BMDKNW35,Akkumulerende,DAGB.L,LSE,https://finance.yahoo.com/quote/DAGB.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Defense UCITS ETF,ETF,IE000YYE6WK5,Akkumulerende,DFEN.DE,GER,https://finance.yahoo.com/quote/DFEN.DE/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Electrification and Power Infrastructure UCITS ETF,ETF,IE000YYVSM16,Akkumulerende,PIKA.L,LSE,https://finance.yahoo.com/quote/PIKA.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
Vaneck European Equal Weight Screened UCITS ETF,ETF,NL0010731816,Distribuerende,TEET.AS,AMS,https://finance.yahoo.com/quote/TEET.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Global Mining UCITS ETF,ETF,IE00BDFBTQ78,Akkumulerende,GDIG.L,LSE,https://finance.yahoo.com/quote/GDIG.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Gold Miners UCITS ETF,ETF,IE00BQQP9F84,Akkumulerende,GDX.L,LSE,https://finance.yahoo.com/quote/GDX.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Hydrogen Economy UCITS ETF,ETF,IE00BMDH1538,Akkumulerende,HDRO.L,LSE,https://finance.yahoo.com/quote/HDRO.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Junior Gold Miners UCITS ETF,ETF,IE00BQQP9G91,Akkumulerende,GDXJ.L,LSE,https://finance.yahoo.com/quote/GDXJ.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,ETF,NL0011683594,Distribuerende,TDIV.AS,AMS,https://finance.yahoo.com/quote/TDIV.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Morningstar Developed Markets ex-US Dividend Leaders UCITS ETF,ETF,IE000QYDXKV5,Akkumulerende,TDVX.L,LSE,https://finance.yahoo.com/quote/TDVX.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Morningstar Global Wide Moat UCITS ETF,ETF,IE00BL0BMZ89,Akkumulerende,GOAT.L,LSE,https://finance.yahoo.com/quote/GOAT.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Morningstar US ESG Wide Moat UCITS ETF,ETF,IE00BQQP9H09,Akkumulerende,MOAT.L,LSE,https://finance.yahoo.com/quote/MOAT.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck New China UCITS ETF,ETF,IE0000H445G8,Akkumulerende,CNEW.L,LSE,https://finance.yahoo.com/quote/CNEW.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Oil Services UCITS ETF,ETF,IE000NXF88S1,Akkumulerende,OIHV.L,LSE,https://finance.yahoo.com/quote/OIHV.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Rare Earth and Strategic Metals UCITS ETF,ETF,IE0002PG6CA6,Akkumulerende,REMX.L,LSE,https://finance.yahoo.com/quote/REMX.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Semiconductor UCITS ETF - USD Acc,ETF,IE00BMC38736,Akkumulerende,SMH.L,LSE,https://finance.yahoo.com/quote/SMH.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Space Innovators UCITS ETF,ETF,IE000YU9K6K2,Akkumulerende,JEDI.L,LSE,https://finance.yahoo.com/quote/JEDI.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Sustainable Future of Food UCITS ETF,ETF,IE0005B8WVT6,Akkumulerende,VEGI.L,LSE,https://finance.yahoo.com/quote/VEGI.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Uranium and Nuclear Technologies UCITS ETF,ETF,IE000M7V94E1,Akkumulerende,NUCL.L,LSE,https://finance.yahoo.com/quote/NUCL.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck Video Gaming and eSports UCITS ETF,ETF,IE00BYWQWR46,Akkumulerende,ESPO.L,LSE,https://finance.yahoo.com/quote/ESPO.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
VanEck World Equal Weight Screened UCITS ETF,ETF,NL0010408704,Distribuerende,TSWE.AS,AMS,https://finance.yahoo.com/quote/TSWE.AS/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
WisdomTree AI Infrastructure UCITS ETF - USD Acc,ETF,IE000XHZP7D3,Akkumulerende,WAGI.SW,EBS,https://finance.yahoo.com/quote/WAGI.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
WisdomTree Artificial Intelligence UCITS ETF – USD Acc,ETF,IE00BDVPNG13,Akkumulerende,WTAI.L,LSE,https://finance.yahoo.com/quote/WTAI.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
WisdomTree Asia Defence UCITS ETF - USD Acc,ETF,IE000017NMH7,Akkumulerende,WDAF.SW,EBS,https://finance.yahoo.com/quote/WDAF.SW/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
WisdomTree Battery Solutions UCITS ETF – USD Acc,ETF,IE00BKLF1R75,Akkumulerende,CHRG.L,LSE,https://finance.yahoo.com/quote/CHRG.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
WisdomTree BioRevolution UCITS ETF - USD Acc,ETF,IE000O8KMPM1,Akkumulerende,WDNA.L,LSE,https://finance.yahoo.com/quote/WDNA.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
WisdomTree Blockchain UCITS ETF - USD Acc,ETF,IE000940RNE6,Akkumulerende,WBLK.L,LSE,https://finance.yahoo.com/quote/WBLK.L/,lager,aktieindkomst,yes,ABIS 2026,https://skat.dk/media/euzdrcqh/august-2026-abis-liste-2021-2026.xlsx,2026-08-28
